38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
18:15:45.0 (454322)|USER_INFO|[EXTERNAL]|0050Y000000d4Kn|shizhaolee@gmail.com|Greenwich Mean Time|GMTZ
18:15:45.0 (488673)|EXECUTION_STARTED
18:15:45.0 (492934)|CODE_UNIT_STARTED|[EXTERNAL]|0660Y000001V39Z|VF: /apex/DragForce
18:15:45.0 (11012296)|SYSTEM_MODE_ENTER|true
18:15:45.0 (11431969)|HEAP_ALLOCATE|[72]|Bytes:3
18:15:45.0 (11478997)|HEAP_ALLOCATE|[77]|Bytes:152
18:15:45.0 (11495985)|HEAP_ALLOCATE|[342]|Bytes:408
18:15:45.0 (11510333)|HEAP_ALLOCATE|[355]|Bytes:408
18:15:45.0 (11523911)|HEAP_ALLOCATE|[467]|Bytes:48
18:15:45.0 (11552249)|HEAP_ALLOCATE|[139]|Bytes:6
18:15:45.0 (11566044)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:9
18:15:45.0 (11569869)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:140
18:15:45.0 (11572228)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
18:15:45.0 (11580428)|METHOD_ENTRY|[1]|01p0Y000004cwHM|HighlightPanelConfig.HighlightPanelConfig()
18:15:45.0 (11583439)|STATEMENT_EXECUTE|[1]
18:15:45.0 (11588436)|STATEMENT_EXECUTE|[1]
18:15:45.0 (11589885)|STATEMENT_EXECUTE|[46]
18:15:45.0 (11594033)|METHOD_EXIT|[1]|HighlightPanelConfig
18:15:45.0 (11854250)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
18:15:45.0 (11862077)|VARIABLE_SCOPE_BEGIN|[6]|this|HighlightPanelConfig|true|false
18:15:45.0 (11926223)|VARIABLE_ASSIGNMENT|[6]|this|{}|0xc1f62df
18:15:45.0 (11932948)|STATEMENT_EXECUTE|[1]
18:15:45.0 (11934481)|STATEMENT_EXECUTE|[2]
18:15:45.0 (11936234)|STATEMENT_EXECUTE|[3]
18:15:45.0 (11937184)|STATEMENT_EXECUTE|[4]
18:15:45.0 (11945751)|HEAP_ALLOCATE|[7]|Bytes:6
18:15:45.0 (11983927)|STATEMENT_EXECUTE|[6]
18:15:45.0 (11985630)|STATEMENT_EXECUTE|[7]
18:15:45.0 (11991781)|HEAP_ALLOCATE|[7]|Bytes:4
18:15:45.0 (12085767)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0xc1f62df
18:15:45.0 (12116471)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:15:45.0 (12134852)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[]}|0x6aaa18c5
18:15:45.0 (12147291)|VARIABLE_ASSIGNMENT|[2]|this.Fields|{"s":1,"v":[]}|0xc1f62df
18:15:45.0 (12154116)|STATEMENT_EXECUTE|[8]
18:15:45.0 (12157411)|HEAP_ALLOCATE|[8]|Bytes:4
18:15:45.0 (12189582)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x6aaa18c5"}|0xc1f62df
18:15:45.0 (12196378)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:15:45.0 (12201035)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[]}|0x52f21880
18:15:45.0 (12207878)|VARIABLE_ASSIGNMENT|[3]|this.NumberFields|{"s":1,"v":[]}|0xc1f62df
18:15:45.0 (12212511)|STATEMENT_EXECUTE|[9]
18:15:45.0 (12215224)|HEAP_ALLOCATE|[9]|Bytes:7
18:15:45.0 (12250241)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x6aaa18c5","NumberFields":"0x52f21880"}|0xc1f62df
