36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
18:45:02.0 (397268)|USER_INFO|[EXTERNAL]|0050Y000000d4Kn|shizhaolee@gmail.com|Greenwich Mean Time|GMTZ
18:45:02.0 (436289)|EXECUTION_STARTED
18:45:02.0 (441807)|CODE_UNIT_STARTED|[EXTERNAL]|0660Y000001Vevo|VF: /apex/HighlightPanelConfig
18:45:02.0 (3189113)|SYSTEM_MODE_ENTER|true
18:45:02.0 (3563680)|HEAP_ALLOCATE|[72]|Bytes:3
18:45:02.0 (3616997)|HEAP_ALLOCATE|[77]|Bytes:152
18:45:02.0 (3636897)|HEAP_ALLOCATE|[342]|Bytes:408
18:45:02.0 (3656527)|HEAP_ALLOCATE|[355]|Bytes:408
18:45:02.0 (3673975)|HEAP_ALLOCATE|[467]|Bytes:48
18:45:02.0 (3707691)|HEAP_ALLOCATE|[139]|Bytes:6
18:45:02.0 (3730472)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:9
18:45:02.0 (3734758)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:140
18:45:02.0 (3737190)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
18:45:02.0 (3746380)|METHOD_ENTRY|[1]|01p0Y000004cwHM|HighlightPanelConfig.HighlightPanelConfig()
18:45:02.0 (3750281)|STATEMENT_EXECUTE|[1]
18:45:02.0 (3756076)|STATEMENT_EXECUTE|[1]
18:45:02.0 (3757449)|STATEMENT_EXECUTE|[46]
18:45:02.0 (3763296)|METHOD_EXIT|[1]|HighlightPanelConfig
18:45:02.0 (3785811)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
18:45:02.0 (3793789)|VARIABLE_SCOPE_BEGIN|[6]|this|HighlightPanelConfig|true|false
18:45:02.0 (3871035)|VARIABLE_ASSIGNMENT|[6]|this|{}|0x2e7e2b44
18:45:02.0 (3879237)|STATEMENT_EXECUTE|[1]
18:45:02.0 (3880714)|STATEMENT_EXECUTE|[2]
18:45:02.0 (3882474)|STATEMENT_EXECUTE|[3]
18:45:02.0 (3883653)|STATEMENT_EXECUTE|[4]
18:45:02.0 (3893285)|HEAP_ALLOCATE|[7]|Bytes:6
18:45:02.0 (3934645)|STATEMENT_EXECUTE|[6]
18:45:02.0 (3936514)|STATEMENT_EXECUTE|[7]
18:45:02.0 (3945442)|HEAP_ALLOCATE|[7]|Bytes:4
18:45:02.0 (4063866)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x2e7e2b44
18:45:02.0 (4100406)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:45:02.0 (4128476)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[]}|0x1fc2a26f
18:45:02.0 (4145667)|VARIABLE_ASSIGNMENT|[2]|this.Fields|{"s":1,"v":[]}|0x2e7e2b44
18:45:02.0 (4154844)|STATEMENT_EXECUTE|[8]
18:45:02.0 (4159060)|HEAP_ALLOCATE|[8]|Bytes:4
18:45:02.0 (4204815)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x1fc2a26f"}|0x2e7e2b44
18:45:02.0 (4214320)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:45:02.0 (4221543)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[]}|0xb3ef9d7
18:45:02.0 (4231729)|VARIABLE_ASSIGNMENT|[3]|this.NumberFields|{"s":1,"v":[]}|0x2e7e2b44
18:45:02.0 (4239063)|STATEMENT_EXECUTE|[9]
18:45:02.0 (4242665)|HEAP_ALLOCATE|[9]|Bytes:7
18:45:02.0 (4292475)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x1fc2a26f","NumberFields":"0xb3ef9d7"}|0x2e7e2b44
