38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
18:52:16.0 (304411)|USER_INFO|[EXTERNAL]|0050Y000000d4Kn|shizhaolee@gmail.com|Greenwich Mean Time|GMTZ
18:52:16.0 (334149)|EXECUTION_STARTED
18:52:16.0 (338056)|CODE_UNIT_STARTED|[EXTERNAL]|0660Y000001V39Z|VF: /apex/DragForce
18:52:16.0 (10179202)|SYSTEM_MODE_ENTER|true
18:52:16.0 (10578675)|HEAP_ALLOCATE|[72]|Bytes:3
18:52:16.0 (10619517)|HEAP_ALLOCATE|[77]|Bytes:152
18:52:16.0 (10636977)|HEAP_ALLOCATE|[342]|Bytes:408
18:52:16.0 (10651728)|HEAP_ALLOCATE|[355]|Bytes:408
18:52:16.0 (10664513)|HEAP_ALLOCATE|[467]|Bytes:48
18:52:16.0 (10694068)|HEAP_ALLOCATE|[139]|Bytes:6
18:52:16.0 (10707864)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:9
18:52:16.0 (10711367)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:140
18:52:16.0 (10713643)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
18:52:16.0 (10724656)|METHOD_ENTRY|[1]|01p0Y000004cwHM|HighlightPanelConfig.HighlightPanelConfig()
18:52:16.0 (10728196)|STATEMENT_EXECUTE|[1]
18:52:16.0 (10733923)|STATEMENT_EXECUTE|[1]
18:52:16.0 (10735197)|STATEMENT_EXECUTE|[46]
18:52:16.0 (10740217)|METHOD_EXIT|[1]|HighlightPanelConfig
18:52:16.0 (11004984)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
18:52:16.0 (11013347)|VARIABLE_SCOPE_BEGIN|[6]|this|HighlightPanelConfig|true|false
18:52:16.0 (11073925)|VARIABLE_ASSIGNMENT|[6]|this|{}|0x73f7fca4
18:52:16.0 (11080907)|STATEMENT_EXECUTE|[1]
18:52:16.0 (11082330)|STATEMENT_EXECUTE|[2]
18:52:16.0 (11084122)|STATEMENT_EXECUTE|[3]
18:52:16.0 (11085140)|STATEMENT_EXECUTE|[4]
18:52:16.0 (11094244)|HEAP_ALLOCATE|[7]|Bytes:6
18:52:16.0 (11134223)|STATEMENT_EXECUTE|[6]
18:52:16.0 (11135778)|STATEMENT_EXECUTE|[7]
18:52:16.0 (11142819)|HEAP_ALLOCATE|[7]|Bytes:4
18:52:16.0 (11235885)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x73f7fca4
18:52:16.0 (11263012)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:52:16.0 (11281969)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[]}|0x10a74240
18:52:16.0 (11293722)|VARIABLE_ASSIGNMENT|[2]|this.Fields|{"s":1,"v":[]}|0x73f7fca4
18:52:16.0 (11301794)|STATEMENT_EXECUTE|[8]
18:52:16.0 (11305322)|HEAP_ALLOCATE|[8]|Bytes:4
18:52:16.0 (11337512)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x10a74240"}|0x73f7fca4
18:52:16.0 (11344982)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:52:16.0 (11349663)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[]}|0x15b406e2
18:52:16.0 (11356549)|VARIABLE_ASSIGNMENT|[3]|this.NumberFields|{"s":1,"v":[]}|0x73f7fca4
18:52:16.0 (11361020)|STATEMENT_EXECUTE|[9]
18:52:16.0 (11364206)|HEAP_ALLOCATE|[9]|Bytes:7
18:52:16.0 (11402267)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x10a74240","NumberFields":"0x15b406e2"}|0x73f7fca4
18:52:16.0 (11407619)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"Account"
18:52:16.0 (11413573)|VARIABLE_ASSIGNMENT|[4]|this.selectedObject|"Account"|0x73f7fca4
18:52:16.0 (11418405)|STATEMENT_EXECUTE|[10]
18:52:16.0 (11434064)|METHOD_ENTRY|[10]|01p0Y000004cwHM|HighlightPanelConfig.updateFieldList()
18:52:16.0 (11446934)|VARIABLE_SCOPE_BEGIN|[23]|this|HighlightPanelConfig|true|false
18:52:16.0 (11459970)|VARIABLE_ASSIGNMENT|[23]|this|{"Fields":"0x10a74240","NumberFields":"0x15b406e2","selectedObject":"Account"}|0x73f7fca4
18:52:16.0 (11466027)|STATEMENT_EXECUTE|[23]
18:52:16.0 (11467234)|STATEMENT_EXECUTE|[24]
18:52:16.0 (11488598)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x10a74240","NumberFields":"0x15b406e2","selectedObject":"Account"}|0x73f7fca4
18:52:16.0 (11506287)|STATEMENT_EXECUTE|[25]
18:52:16.0 (11525122)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x10a74240","NumberFields":"0x15b406e2","selectedObject":"Account"}|0x73f7fca4
18:52:16.0 (11548894)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x10a74240","NumberFields":"0x15b406e2","selectedObject":"Account"}|0x73f7fca4
18:52:16.0 (11564027)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x10a74240","NumberFields":"0x15b406e2","selectedObject":"Account"}|0x73f7fca4
18:52:16.0 (11584616)|HEAP_ALLOCATE|[50]|Bytes:5
18:52:16.0 (11598356)|HEAP_ALLOCATE|[56]|Bytes:5
18:52:16.0 (11603682)|HEAP_ALLOCATE|[64]|Bytes:7
18:52:16.0 (11639328)|STATEMENT_EXECUTE|[27]
18:52:16.0 (11640948)|STATEMENT_EXECUTE|[28]
18:52:16.0 (25289104)|HEAP_ALLOCATE|[28]|Bytes:1396
18:52:16.0 (25327533)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x10a74240","NumberFields":"0x15b406e2","selectedObject":"Account"}|0x73f7fca4
18:52:16.0 (25360699)|VARIABLE_SCOPE_BEGIN|[28]|objType|Schema.SObjectType|true|false
18:52:16.0 (25578990)|VARIABLE_ASSIGNMENT|[28]|objType|"common.apex.runtime.impl.ApexSObjectTypeToken@74b8dd8e"|0x74b8dd8e
18:52:16.0 (25583219)|STATEMENT_EXECUTE|[29]
18:52:16.0 (26194280)|HEAP_ALLOCATE|[29]|Bytes:4
18:52:16.0 (27322797)|HEAP_ALLOCATE|[29]|Bytes:264
18:52:16.0 (27333747)|VARIABLE_SCOPE_BEGIN|[29]|fieldMap|Map<String,Schema.SObjectField>|true|false
18:52:16.0 (27480626)|VARIABLE_ASSIGNMENT|[29]|fieldMap|"{accountnumber=AccountNumber, accountsource=AccountSource, active__c=Active__c, annualrevenue=AnnualRevenue, billingaddress=BillingAddress, billingcity=BillingCity, billingcountry=BillingCountry, billinggeocodeaccuracy=BillingGeocodeAccuracy, billinglatitude=BillingLatitude, billinglongitude=BillingLongitude, ...}"|0x16879c76
18:52:16.0 (27542083)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:264
18:52:16.0 (27565021)|HEAP_ALLOCATE|[30]|Bytes:264
18:52:16.0 (27632193)|HEAP_ALLOCATE|[30]|Bytes:5
18:52:16.0 (27654641)|VARIABLE_SCOPE_BEGIN|[30]|fieldObj|Schema.SObjectField|true|false
18:52:16.0 (27716651)|VARIABLE_ASSIGNMENT|[30]|fieldObj|"common.apex.runtime.impl.ApexFieldToken@7792dbd2"|0x7792dbd2
18:52:16.0 (27722872)|STATEMENT_EXECUTE|[30]
18:52:16.0 (28132909)|HEAP_ALLOCATE|[31]|Bytes:8
18:52:16.0 (28156603)|STATEMENT_EXECUTE|[31]
18:52:16.0 (28169371)|HEAP_ALLOCATE|[30]|Bytes:5
18:52:16.0 (28182069)|VARIABLE_SCOPE_BEGIN|[30]|fieldObj|Schema.SObjectField|true|false
18:52:16.0 (28241948)|VARIABLE_ASSIGNMENT|[30]|fieldObj|"common.apex.runtime.impl.ApexFieldToken@37e6d792"|0x37e6d792
18:52:16.0 (28245930)|STATEMENT_EXECUTE|[30]
18:52:16.0 (28348848)|HEAP_ALLOCATE|[31]|Bytes:8
18:52:16.0 (28360419)|STATEMENT_EXECUTE|[31]
18:52:16.0 (28370047)|HEAP_ALLOCATE|[30]|Bytes:5
18:52:16.0 (28380588)|VARIABLE_SCOPE_BEGIN|[30]|fieldObj|Schema.SObjectField|true|false
18:52:16.0 (28437965)|VARIABLE_ASSIGNMENT|[30]|fieldObj|"common.apex.runtime.impl.ApexFieldToken@1d289934"|0x1d289934
18:52:16.0 (28441306)|STATEMENT_EXECUTE|[30]
18:52:16.0 (28545408)|HEAP_ALLOCATE|[31]|Bytes:8
18:52:16.0 (28555733)|STATEMENT_EXECUTE|[31]
18:52:16.0 (28564328)|HEAP_ALLOCATE|[30]|Bytes:5
18:52:16.0 (28573792)|VARIABLE_SCOPE_BEGIN|[30]|fieldObj|Schema.SObjectField|true|false
18:52:16.0 (28629798)|VARIABLE_ASSIGNMENT|[30]|fieldObj|"common.apex.runtime.impl.ApexFieldToken@6263c2da"|0x6263c2da
18:52:16.0 (28633118)|STATEMENT_EXECUTE|[30]
18:52:16.0 (28746894)|HEAP_ALLOCATE|[31]|Bytes:8
18:52:16.0 (28757961)|STATEMENT_EXECUTE|[31]
18:52:16.0 (28759304)|STATEMENT_EXECUTE|[32]
18:52:16.0 (28825258)|HEAP_ALLOCATE|[32]|Bytes:104
18:52:16.0 (28829597)|HEAP_ALLOCATE|[32]|Bytes:8
18:52:16.0 (28840578)|HEAP_ALLOCATE|[32]|Bytes:12
18:52:16.0 (28877575)|HEAP_ALLOCATE|[32]|Bytes:8
18:52:16.0 (28891329)|HEAP_ALLOCATE|[32]|Bytes:4
18:52:16.0 (28910869)|HEAP_ALLOCATE|[33]|Bytes:8
18:52:16.0 (28922125)|HEAP_ALLOCATE|[33]|Bytes:12
18:52:16.0 (28938513)|CONSTRUCTOR_ENTRY|[32]|01p0Y000004cwHM|<init>(String,String)
18:52:16.0 (28950041)|VARIABLE_SCOPE_BEGIN|[49]|this|HighlightPanelConfig.FieldInfo|true|false
18:52:16.0 (28977282)|VARIABLE_ASSIGNMENT|[49]|this|{}|0x24115d5
18:52:16.0 (28980174)|VARIABLE_SCOPE_BEGIN|[49]|name|String|false|false
18:52:16.0 (28984175)|VARIABLE_ASSIGNMENT|[49]|name|"Name"
18:52:16.0 (28985885)|VARIABLE_SCOPE_BEGIN|[49]|label|String|false|false
18:52:16.0 (28988430)|VARIABLE_ASSIGNMENT|[49]|label|"Account Name"
18:52:16.0 (28991317)|STATEMENT_EXECUTE|[46]
18:52:16.0 (28992494)|STATEMENT_EXECUTE|[47]
18:52:16.0 (28993687)|STATEMENT_EXECUTE|[48]
18:52:16.0 (29004746)|STATEMENT_EXECUTE|[49]
18:52:16.0 (29006731)|STATEMENT_EXECUTE|[50]
18:52:16.0 (29055922)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x24115d5
18:52:16.0 (29060492)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"Name"
18:52:16.0 (29067526)|VARIABLE_ASSIGNMENT|[48]|this.name|"Name"|0x24115d5
18:52:16.0 (29073501)|STATEMENT_EXECUTE|[51]
18:52:16.0 (29102001)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"name":"Name"}|0x24115d5
18:52:16.0 (29106024)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"Account Name"
18:52:16.0 (29111276)|VARIABLE_ASSIGNMENT|[47]|this.label|"Account Name"|0x24115d5
18:52:16.0 (29119186)|CONSTRUCTOR_EXIT|[32]|01p0Y000004cwHM|<init>(String,String)
18:52:16.0 (29122278)|VARIABLE_SCOPE_BEGIN|[32]|field|HighlightPanelConfig.FieldInfo|true|false
18:52:16.0 (29132149)|VARIABLE_ASSIGNMENT|[32]|field|{"label":"Account Name","name":"Name"}|0x24115d5
18:52:16.0 (29134381)|STATEMENT_EXECUTE|[34]
18:52:16.0 (29153399)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x10a74240","NumberFields":"0x15b406e2","selectedObject":"Account"}|0x73f7fca4
18:52:16.0 (29166942)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:52:16.0 (29202580)|HEAP_ALLOCATE|[35]|Bytes:8
18:52:16.0 (30001385)|HEAP_ALLOCATE|[35]|Bytes:12
18:52:16.0 (30100453)|HEAP_ALLOCATE|[36]|Bytes:8
18:52:16.0 (30127730)|HEAP_ALLOCATE|[36]|Bytes:12
18:52:16.0 (30176770)|HEAP_ALLOCATE|[37]|Bytes:8
18:52:16.0 (30197432)|HEAP_ALLOCATE|[37]|Bytes:12
18:52:16.0 (30238911)|HEAP_ALLOCATE|[38]|Bytes:8
18:52:16.0 (30258108)|HEAP_ALLOCATE|[38]|Bytes:12
18:52:16.0 (30278527)|STATEMENT_EXECUTE|[35]
18:52:16.0 (30287853)|HEAP_ALLOCATE|[30]|Bytes:5
18:52:16.0 (30300172)|VARIABLE_SCOPE_BEGIN|[30]|fieldObj|Schema.SObjectField|true|false
18:52:16.0 (30362994)|VARIABLE_ASSIGNMENT|[30]|fieldObj|"common.apex.runtime.impl.ApexFieldToken@34ec90f"|0x34ec90f
18:52:16.0 (30366884)|STATEMENT_EXECUTE|[30]
18:52:16.0 (30815647)|HEAP_ALLOCATE|[31]|Bytes:8
18:52:16.0 (30829141)|STATEMENT_EXECUTE|[31]
18:52:16.0 (30830617)|STATEMENT_EXECUTE|[32]
18:52:16.0 (30834541)|HEAP_ALLOCATE|[32]|Bytes:12
18:52:16.0 (30853012)|HEAP_ALLOCATE|[32]|Bytes:8
18:52:16.0 (30860055)|HEAP_ALLOCATE|[32]|Bytes:4
18:52:16.0 (30871111)|HEAP_ALLOCATE|[33]|Bytes:8
18:52:16.0 (30877306)|HEAP_ALLOCATE|[33]|Bytes:12
18:52:16.0 (30885696)|CONSTRUCTOR_ENTRY|[32]|01p0Y000004cwHM|<init>(String,String)
18:52:16.0 (30889311)|VARIABLE_SCOPE_BEGIN|[49]|this|HighlightPanelConfig.FieldInfo|true|false
18:52:16.0 (30904525)|VARIABLE_ASSIGNMENT|[49]|this|{}|0x9386c46
18:52:16.0 (30906488)|VARIABLE_SCOPE_BEGIN|[49]|name|String|false|false
18:52:16.0 (30910397)|VARIABLE_ASSIGNMENT|[49]|name|"Type"
18:52:16.0 (30911736)|VARIABLE_SCOPE_BEGIN|[49]|label|String|false|false
18:52:16.0 (30914387)|VARIABLE_ASSIGNMENT|[49]|label|"Account Type"
18:52:16.0 (30916917)|STATEMENT_EXECUTE|[46]
18:52:16.0 (30918092)|STATEMENT_EXECUTE|[47]
18:52:16.0 (30919090)|STATEMENT_EXECUTE|[48]
18:52:16.0 (30928737)|STATEMENT_EXECUTE|[49]
18:52:16.0 (30929856)|STATEMENT_EXECUTE|[50]
18:52:16.0 (30940074)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x9386c46
18:52:16.0 (30943250)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"Type"
18:52:16.0 (30948695)|VARIABLE_ASSIGNMENT|[48]|this.name|"Type"|0x9386c46
18:52:16.0 (30953052)|STATEMENT_EXECUTE|[51]
18:52:16.0 (30962819)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"name":"Type"}|0x9386c46
18:52:16.0 (30971310)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"Account Type"
18:52:16.0 (30976072)|VARIABLE_ASSIGNMENT|[47]|this.label|"Account Type"|0x9386c46
18:52:16.0 (30983597)|CONSTRUCTOR_EXIT|[32]|01p0Y000004cwHM|<init>(String,String)
18:52:16.0 (30986326)|VARIABLE_SCOPE_BEGIN|[32]|field|HighlightPanelConfig.FieldInfo|true|false
18:52:16.0 (30995943)|VARIABLE_ASSIGNMENT|[32]|field|{"label":"Account Type","name":"Type"}|0x9386c46
18:52:16.0 (30997965)|STATEMENT_EXECUTE|[34]
18:52:16.0 (31011634)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x10a74240","NumberFields":"0x15b406e2","selectedObject":"Account"}|0x73f7fca4
18:52:16.0 (31022013)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:52:16.0 (31045498)|HEAP_ALLOCATE|[35]|Bytes:8
18:52:16.0 (31068123)|HEAP_ALLOCATE|[35]|Bytes:12
18:52:16.0 (31109332)|HEAP_ALLOCATE|[36]|Bytes:8
18:52:16.0 (31126634)|HEAP_ALLOCATE|[36]|Bytes:12
18:52:16.0 (31158160)|HEAP_ALLOCATE|[37]|Bytes:8
18:52:16.0 (31173385)|HEAP_ALLOCATE|[37]|Bytes:12
18:52:16.0 (31202660)|HEAP_ALLOCATE|[38]|Bytes:8
18:52:16.0 (31217476)|HEAP_ALLOCATE|[38]|Bytes:12
18:52:16.0 (31233764)|STATEMENT_EXECUTE|[35]
18:52:16.0 (31242274)|HEAP_ALLOCATE|[30]|Bytes:5
18:52:16.0 (31254237)|VARIABLE_SCOPE_BEGIN|[30]|fieldObj|Schema.SObjectField|true|false
18:52:16.0 (31315040)|VARIABLE_ASSIGNMENT|[30]|fieldObj|"common.apex.runtime.impl.ApexFieldToken@215d4b3"|0x215d4b3
18:52:16.0 (31318671)|STATEMENT_EXECUTE|[30]
18:52:16.0 (31462162)|HEAP_ALLOCATE|[31]|Bytes:8
18:52:16.0 (31473545)|STATEMENT_EXECUTE|[31]
18:52:16.0 (31474890)|STATEMENT_EXECUTE|[32]
18:52:16.0 (31478874)|HEAP_ALLOCATE|[32]|Bytes:12
18:52:16.0 (31495397)|HEAP_ALLOCATE|[32]|Bytes:8
18:52:16.0 (31501345)|HEAP_ALLOCATE|[32]|Bytes:8
18:52:16.0 (31511518)|HEAP_ALLOCATE|[33]|Bytes:8
18:52:16.0 (31517601)|HEAP_ALLOCATE|[33]|Bytes:17
18:52:16.0 (31525530)|CONSTRUCTOR_ENTRY|[32]|01p0Y000004cwHM|<init>(String,String)
18:52:16.0 (31528810)|VARIABLE_SCOPE_BEGIN|[49]|this|HighlightPanelConfig.FieldInfo|true|false
18:52:16.0 (31542072)|VARIABLE_ASSIGNMENT|[49]|this|{}|0x4a6a2840
18:52:16.0 (31543779)|VARIABLE_SCOPE_BEGIN|[49]|name|String|false|false
18:52:16.0 (31548022)|VARIABLE_ASSIGNMENT|[49]|name|"ParentId"
