38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
19:00:52.0 (289400)|USER_INFO|[EXTERNAL]|0050Y000000d4Kn|shizhaolee@gmail.com|Greenwich Mean Time|GMTZ
19:00:52.0 (317072)|EXECUTION_STARTED
19:00:52.0 (322139)|CODE_UNIT_STARTED|[EXTERNAL]|0660Y000001V39Z|VF: /apex/DragForce
19:00:52.0 (11091312)|SYSTEM_MODE_ENTER|true
19:00:52.0 (11399834)|HEAP_ALLOCATE|[72]|Bytes:3
19:00:52.0 (11457178)|HEAP_ALLOCATE|[77]|Bytes:152
19:00:52.0 (11473833)|HEAP_ALLOCATE|[342]|Bytes:408
19:00:52.0 (11487344)|HEAP_ALLOCATE|[355]|Bytes:408
19:00:52.0 (11500583)|HEAP_ALLOCATE|[467]|Bytes:48
19:00:52.0 (11557524)|HEAP_ALLOCATE|[139]|Bytes:6
19:00:52.0 (11628746)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:9
19:00:52.0 (11649018)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:140
19:00:52.0 (11651333)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
19:00:52.0 (11673746)|METHOD_ENTRY|[1]|01p0Y000004cwHM|HighlightPanelConfig.HighlightPanelConfig()
19:00:52.0 (11678212)|STATEMENT_EXECUTE|[1]
19:00:52.0 (11684211)|STATEMENT_EXECUTE|[1]
19:00:52.0 (11685399)|STATEMENT_EXECUTE|[46]
19:00:52.0 (11702755)|METHOD_EXIT|[1]|HighlightPanelConfig
19:00:52.0 (11709673)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
19:00:52.0 (11715299)|VARIABLE_SCOPE_BEGIN|[6]|this|HighlightPanelConfig|true|false
19:00:52.0 (11766645)|VARIABLE_ASSIGNMENT|[6]|this|{}|0x3a603471
19:00:52.0 (11772892)|STATEMENT_EXECUTE|[1]
19:00:52.0 (11774203)|STATEMENT_EXECUTE|[2]
19:00:52.0 (11784686)|STATEMENT_EXECUTE|[3]
19:00:52.0 (11785895)|STATEMENT_EXECUTE|[4]
19:00:52.0 (11795170)|HEAP_ALLOCATE|[7]|Bytes:6
19:00:52.0 (11837749)|STATEMENT_EXECUTE|[6]
19:00:52.0 (11839156)|STATEMENT_EXECUTE|[7]
19:00:52.0 (11931756)|HEAP_ALLOCATE|[7]|Bytes:4
19:00:52.0 (12096595)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x3a603471
19:00:52.0 (12125649)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
19:00:52.0 (12142914)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[]}|0x552b2746
19:00:52.0 (12163192)|VARIABLE_ASSIGNMENT|[2]|this.Fields|{"s":1,"v":[]}|0x3a603471
19:00:52.0 (12187566)|STATEMENT_EXECUTE|[8]
19:00:52.0 (12191525)|HEAP_ALLOCATE|[8]|Bytes:4
19:00:52.0 (12225069)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x552b2746"}|0x3a603471
19:00:52.0 (12232746)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
19:00:52.0 (12237863)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[]}|0x2bce902b
19:00:52.0 (12255411)|VARIABLE_ASSIGNMENT|[3]|this.NumberFields|{"s":1,"v":[]}|0x3a603471
19:00:52.0 (12260749)|STATEMENT_EXECUTE|[9]
19:00:52.0 (12263782)|HEAP_ALLOCATE|[9]|Bytes:7
19:00:52.0 (12291022)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x552b2746","NumberFields":"0x2bce902b"}|0x3a603471
19:00:52.0 (12296254)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"Account"
19:00:52.0 (12301505)|VARIABLE_ASSIGNMENT|[4]|this.selectedObject|"Account"|0x3a603471
19:00:52.0 (12306138)|STATEMENT_EXECUTE|[10]
19:00:52.0 (12315628)|METHOD_ENTRY|[10]|01p0Y000004cwHM|HighlightPanelConfig.updateFieldList()
19:00:52.0 (12322860)|VARIABLE_SCOPE_BEGIN|[23]|this|HighlightPanelConfig|true|false
19:00:52.0 (12334723)|VARIABLE_ASSIGNMENT|[23]|this|{"Fields":"0x552b2746","NumberFields":"0x2bce902b","selectedObject":"Account"}|0x3a603471
19:00:52.0 (12340526)|STATEMENT_EXECUTE|[23]
19:00:52.0 (12341694)|STATEMENT_EXECUTE|[24]
19:00:52.0 (12359328)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x552b2746","NumberFields":"0x2bce902b","selectedObject":"Account"}|0x3a603471
19:00:52.0 (12388060)|STATEMENT_EXECUTE|[25]
19:00:52.0 (12409325)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x552b2746","NumberFields":"0x2bce902b","selectedObject":"Account"}|0x3a603471
19:00:52.0 (12433311)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x552b2746","NumberFields":"0x2bce902b","selectedObject":"Account"}|0x3a603471
19:00:52.0 (12447567)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x552b2746","NumberFields":"0x2bce902b","selectedObject":"Account"}|0x3a603471
19:00:52.0 (12468538)|HEAP_ALLOCATE|[50]|Bytes:5
19:00:52.0 (12482926)|HEAP_ALLOCATE|[56]|Bytes:5
19:00:52.0 (12488524)|HEAP_ALLOCATE|[64]|Bytes:7
19:00:52.0 (12524287)|STATEMENT_EXECUTE|[27]
19:00:52.0 (12525731)|STATEMENT_EXECUTE|[28]
19:00:52.0 (26135601)|HEAP_ALLOCATE|[28]|Bytes:1396
19:00:52.0 (26182383)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x552b2746","NumberFields":"0x2bce902b","selectedObject":"Account"}|0x3a603471
19:00:52.0 (26217092)|VARIABLE_SCOPE_BEGIN|[28]|objType|Schema.SObjectType|true|false
19:00:52.0 (26461576)|VARIABLE_ASSIGNMENT|[28]|objType|"common.apex.runtime.impl.ApexSObjectTypeToken@e357e33"|0xe357e33
19:00:52.0 (26467339)|STATEMENT_EXECUTE|[29]
19:00:52.0 (27044323)|HEAP_ALLOCATE|[29]|Bytes:4
19:00:52.0 (28146323)|HEAP_ALLOCATE|[29]|Bytes:264
19:00:52.0 (28157234)|VARIABLE_SCOPE_BEGIN|[29]|fieldMap|Map<String,Schema.SObjectField>|true|false
19:00:52.0 (28310378)|VARIABLE_ASSIGNMENT|[29]|fieldMap|"{accountnumber=AccountNumber, accountsource=AccountSource, active__c=Active__c, annualrevenue=AnnualRevenue, billingaddress=BillingAddress, billingcity=BillingCity, billingcountry=BillingCountry, billinggeocodeaccuracy=BillingGeocodeAccuracy, billinglatitude=BillingLatitude, billinglongitude=BillingLongitude, ...}"|0x7736bf1
19:00:52.0 (28394433)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:264
19:00:52.0 (28417477)|HEAP_ALLOCATE|[30]|Bytes:264
19:00:52.0 (28486936)|HEAP_ALLOCATE|[30]|Bytes:5
19:00:52.0 (28519599)|VARIABLE_SCOPE_BEGIN|[30]|fieldObj|Schema.SObjectField|true|false
19:00:52.0 (28584075)|VARIABLE_ASSIGNMENT|[30]|fieldObj|"common.apex.runtime.impl.ApexFieldToken@57b81360"|0x57b81360
19:00:52.0 (28588291)|STATEMENT_EXECUTE|[30]
19:00:52.0 (29052217)|HEAP_ALLOCATE|[31]|Bytes:8
19:00:52.0 (29076445)|STATEMENT_EXECUTE|[31]
19:00:52.0 (29088194)|HEAP_ALLOCATE|[30]|Bytes:5
19:00:52.0 (29100854)|VARIABLE_SCOPE_BEGIN|[30]|fieldObj|Schema.SObjectField|true|false
19:00:52.0 (29165404)|VARIABLE_ASSIGNMENT|[30]|fieldObj|"common.apex.runtime.impl.ApexFieldToken@3598f482"|0x3598f482
19:00:52.0 (29169234)|STATEMENT_EXECUTE|[30]
19:00:52.0 (29274176)|HEAP_ALLOCATE|[31]|Bytes:8
19:00:52.0 (29285754)|STATEMENT_EXECUTE|[31]
19:00:52.0 (29294812)|HEAP_ALLOCATE|[30]|Bytes:5
19:00:52.0 (29305985)|VARIABLE_SCOPE_BEGIN|[30]|fieldObj|Schema.SObjectField|true|false
19:00:52.0 (29366810)|VARIABLE_ASSIGNMENT|[30]|fieldObj|"common.apex.runtime.impl.ApexFieldToken@29282d23"|0x29282d23
19:00:52.0 (29370618)|STATEMENT_EXECUTE|[30]
19:00:52.0 (29469215)|HEAP_ALLOCATE|[31]|Bytes:8
19:00:52.0 (29479898)|STATEMENT_EXECUTE|[31]
19:00:52.0 (29488583)|HEAP_ALLOCATE|[30]|Bytes:5
19:00:52.0 (29498469)|VARIABLE_SCOPE_BEGIN|[30]|fieldObj|Schema.SObjectField|true|false
19:00:52.0 (29558363)|VARIABLE_ASSIGNMENT|[30]|fieldObj|"common.apex.runtime.impl.ApexFieldToken@4ffa321a"|0x4ffa321a
19:00:52.0 (29561586)|STATEMENT_EXECUTE|[30]
19:00:52.0 (29667462)|HEAP_ALLOCATE|[31]|Bytes:8
19:00:52.0 (29678275)|STATEMENT_EXECUTE|[31]
19:00:52.0 (29679727)|STATEMENT_EXECUTE|[32]
19:00:52.0 (29691381)|HEAP_ALLOCATE|[32]|Bytes:104
19:00:52.0 (29695439)|HEAP_ALLOCATE|[32]|Bytes:8
19:00:52.0 (29701715)|HEAP_ALLOCATE|[32]|Bytes:12
19:00:52.0 (29733535)|HEAP_ALLOCATE|[32]|Bytes:8
19:00:52.0 (29746028)|HEAP_ALLOCATE|[32]|Bytes:4
19:00:52.0 (29763180)|HEAP_ALLOCATE|[33]|Bytes:8
19:00:52.0 (29773960)|HEAP_ALLOCATE|[33]|Bytes:12
19:00:52.0 (29786886)|CONSTRUCTOR_ENTRY|[32]|01p0Y000004cwHM|<init>(String,String)
19:00:52.0 (29792099)|VARIABLE_SCOPE_BEGIN|[49]|this|HighlightPanelConfig.FieldInfo|true|false
19:00:52.0 (29808929)|VARIABLE_ASSIGNMENT|[49]|this|{}|0x2a638e18
19:00:52.0 (29811438)|VARIABLE_SCOPE_BEGIN|[49]|name|String|false|false
19:00:52.0 (29816005)|VARIABLE_ASSIGNMENT|[49]|name|"Name"
19:00:52.0 (29817572)|VARIABLE_SCOPE_BEGIN|[49]|label|String|false|false
19:00:52.0 (29819986)|VARIABLE_ASSIGNMENT|[49]|label|"Account Name"
19:00:52.0 (29823284)|STATEMENT_EXECUTE|[46]
19:00:52.0 (29824412)|STATEMENT_EXECUTE|[47]
19:00:52.0 (29825612)|STATEMENT_EXECUTE|[48]
19:00:52.0 (29838182)|STATEMENT_EXECUTE|[49]
19:00:52.0 (29839370)|STATEMENT_EXECUTE|[50]
19:00:52.0 (29865394)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x2a638e18
19:00:52.0 (29869231)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"Name"
19:00:52.0 (29876026)|VARIABLE_ASSIGNMENT|[48]|this.name|"Name"|0x2a638e18
19:00:52.0 (29880541)|STATEMENT_EXECUTE|[51]
19:00:52.0 (29897774)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"name":"Name"}|0x2a638e18
19:00:52.0 (29901189)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"Account Name"
19:00:52.0 (29906153)|VARIABLE_ASSIGNMENT|[47]|this.label|"Account Name"|0x2a638e18
19:00:52.0 (29913462)|CONSTRUCTOR_EXIT|[32]|01p0Y000004cwHM|<init>(String,String)
19:00:52.0 (29916647)|VARIABLE_SCOPE_BEGIN|[32]|field|HighlightPanelConfig.FieldInfo|true|false
19:00:52.0 (29927148)|VARIABLE_ASSIGNMENT|[32]|field|{"label":"Account Name","name":"Name"}|0x2a638e18
19:00:52.0 (29929471)|STATEMENT_EXECUTE|[34]
19:00:52.0 (29949495)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x552b2746","NumberFields":"0x2bce902b","selectedObject":"Account"}|0x3a603471
19:00:52.0 (29963817)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
19:00:52.0 (30001318)|HEAP_ALLOCATE|[35]|Bytes:8
19:00:52.0 (30785424)|HEAP_ALLOCATE|[35]|Bytes:12
19:00:52.0 (30902725)|HEAP_ALLOCATE|[36]|Bytes:8
19:00:52.0 (30930499)|HEAP_ALLOCATE|[36]|Bytes:12
19:00:52.0 (30979911)|HEAP_ALLOCATE|[37]|Bytes:8
19:00:52.0 (31005175)|HEAP_ALLOCATE|[37]|Bytes:12
19:00:52.0 (31049535)|HEAP_ALLOCATE|[38]|Bytes:8
