38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
18:13:54.0 (497749)|USER_INFO|[EXTERNAL]|0050Y000000d4Kn|shizhaolee@gmail.com|Greenwich Mean Time|GMTZ
18:13:54.0 (543780)|EXECUTION_STARTED
18:13:54.0 (549860)|CODE_UNIT_STARTED|[EXTERNAL]|0660Y000001V39Z|VF: /apex/DragForce
18:13:54.0 (13269487)|SYSTEM_MODE_ENTER|true
18:13:54.0 (13778335)|HEAP_ALLOCATE|[72]|Bytes:3
18:13:54.0 (13831311)|HEAP_ALLOCATE|[77]|Bytes:152
18:13:54.0 (13857103)|HEAP_ALLOCATE|[342]|Bytes:408
18:13:54.0 (13885334)|HEAP_ALLOCATE|[355]|Bytes:408
18:13:54.0 (13910281)|HEAP_ALLOCATE|[467]|Bytes:48
18:13:54.0 (13951126)|HEAP_ALLOCATE|[139]|Bytes:6
18:13:54.0 (13968610)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:9
18:13:54.0 (13973999)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:140
18:13:54.0 (13977665)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
18:13:54.0 (13989697)|METHOD_ENTRY|[1]|01p0Y000004cwHM|HighlightPanelConfig.HighlightPanelConfig()
18:13:54.0 (13994698)|STATEMENT_EXECUTE|[1]
18:13:54.0 (14002118)|STATEMENT_EXECUTE|[1]
18:13:54.0 (14005020)|STATEMENT_EXECUTE|[46]
18:13:54.0 (14011463)|METHOD_EXIT|[1]|HighlightPanelConfig
18:13:54.0 (14358428)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
18:13:54.0 (14368654)|VARIABLE_SCOPE_BEGIN|[6]|this|HighlightPanelConfig|true|false
18:13:54.0 (14443561)|VARIABLE_ASSIGNMENT|[6]|this|{}|0x417eb592
18:13:54.0 (14451391)|STATEMENT_EXECUTE|[1]
18:13:54.0 (14453075)|STATEMENT_EXECUTE|[2]
18:13:54.0 (14454503)|STATEMENT_EXECUTE|[3]
18:13:54.0 (14455392)|STATEMENT_EXECUTE|[4]
18:13:54.0 (14465845)|HEAP_ALLOCATE|[7]|Bytes:6
18:13:54.0 (14509148)|STATEMENT_EXECUTE|[6]
18:13:54.0 (14510851)|STATEMENT_EXECUTE|[7]
18:13:54.0 (14517186)|HEAP_ALLOCATE|[7]|Bytes:4
18:13:54.0 (14618305)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x417eb592
18:13:54.0 (14649396)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:13:54.0 (14669455)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[]}|0x31ff64b4
18:13:54.0 (14682839)|VARIABLE_ASSIGNMENT|[2]|this.Fields|{"s":1,"v":[]}|0x417eb592
18:13:54.0 (14689834)|STATEMENT_EXECUTE|[8]
18:13:54.0 (14693236)|HEAP_ALLOCATE|[8]|Bytes:4
18:13:54.0 (14726704)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x31ff64b4"}|0x417eb592
18:13:54.0 (14734713)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:13:54.0 (14740071)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[]}|0x66a4ecfd
18:13:54.0 (14747060)|VARIABLE_ASSIGNMENT|[3]|this.NumberFields|{"s":1,"v":[]}|0x417eb592
18:13:54.0 (14751414)|STATEMENT_EXECUTE|[9]
18:13:54.0 (14754427)|HEAP_ALLOCATE|[9]|Bytes:7
18:13:54.0 (14793296)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x31ff64b4","NumberFields":"0x66a4ecfd"}|0x417eb592
18:13:54.0 (14798463)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"Account"
18:13:54.0 (14804048)|VARIABLE_ASSIGNMENT|[4]|this.selectedObject|"Account"|0x417eb592
18:13:54.0 (14808556)|STATEMENT_EXECUTE|[10]
18:13:54.0 (14824441)|METHOD_ENTRY|[10]|01p0Y000004cwHM|HighlightPanelConfig.updateFieldList()
18:13:54.0 (14836941)|VARIABLE_SCOPE_BEGIN|[23]|this|HighlightPanelConfig|true|false
18:13:54.0 (14850001)|VARIABLE_ASSIGNMENT|[23]|this|{"Fields":"0x31ff64b4","NumberFields":"0x66a4ecfd","selectedObject":"Account"}|0x417eb592
18:13:54.0 (14856655)|STATEMENT_EXECUTE|[23]
18:13:54.0 (14857935)|STATEMENT_EXECUTE|[24]
18:13:54.0 (14878551)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x31ff64b4","NumberFields":"0x66a4ecfd","selectedObject":"Account"}|0x417eb592
18:13:54.0 (14896614)|STATEMENT_EXECUTE|[25]
18:13:54.0 (14915591)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x31ff64b4","NumberFields":"0x66a4ecfd","selectedObject":"Account"}|0x417eb592
18:13:54.0 (14939793)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x31ff64b4","NumberFields":"0x66a4ecfd","selectedObject":"Account"}|0x417eb592
18:13:54.0 (14954916)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x31ff64b4","NumberFields":"0x66a4ecfd","selectedObject":"Account"}|0x417eb592
18:13:54.0 (14977269)|HEAP_ALLOCATE|[50]|Bytes:5
18:13:54.0 (14991492)|HEAP_ALLOCATE|[56]|Bytes:5
18:13:54.0 (14997229)|HEAP_ALLOCATE|[64]|Bytes:7
18:13:54.0 (15034233)|STATEMENT_EXECUTE|[27]
18:13:54.0 (15036872)|STATEMENT_EXECUTE|[28]
18:13:54.0 (32466593)|HEAP_ALLOCATE|[28]|Bytes:1396
18:13:54.0 (32619472)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x31ff64b4","NumberFields":"0x66a4ecfd","selectedObject":"Account"}|0x417eb592
18:13:54.0 (32684069)|VARIABLE_SCOPE_BEGIN|[28]|objType|Schema.SObjectType|true|false
18:13:54.0 (33010010)|VARIABLE_ASSIGNMENT|[28]|objType|"common.apex.runtime.impl.ApexSObjectTypeToken@50b4a98e"|0x50b4a98e
18:13:54.0 (33017340)|STATEMENT_EXECUTE|[29]
18:13:54.0 (33945224)|HEAP_ALLOCATE|[29]|Bytes:4
18:13:54.0 (35442320)|HEAP_ALLOCATE|[29]|Bytes:264
18:13:54.0 (35455154)|VARIABLE_SCOPE_BEGIN|[29]|fieldMap|Map<String,Schema.SObjectField>|true|false
18:13:54.0 (35668696)|VARIABLE_ASSIGNMENT|[29]|fieldMap|"{accountnumber=AccountNumber, accountsource=AccountSource, active__c=Active__c, annualrevenue=AnnualRevenue, billingaddress=BillingAddress, billingcity=BillingCity, billingcountry=BillingCountry, billinggeocodeaccuracy=BillingGeocodeAccuracy, billinglatitude=BillingLatitude, billinglongitude=BillingLongitude, ...}"|0xb5423b1
18:13:54.0 (35762800)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:264
18:13:54.0 (35791019)|HEAP_ALLOCATE|[30]|Bytes:264
18:13:54.0 (35895695)|HEAP_ALLOCATE|[30]|Bytes:5
18:13:54.0 (35921736)|VARIABLE_SCOPE_BEGIN|[30]|fieldObj|Schema.SObjectField|true|false
18:13:54.0 (35987751)|VARIABLE_ASSIGNMENT|[30]|fieldObj|"common.apex.runtime.impl.ApexFieldToken@1afe2e63"|0x1afe2e63
18:13:54.0 (35993186)|STATEMENT_EXECUTE|[30]
18:13:54.0 (36459503)|HEAP_ALLOCATE|[31]|Bytes:8
18:13:54.0 (36484891)|STATEMENT_EXECUTE|[31]
18:13:54.0 (36498663)|HEAP_ALLOCATE|[30]|Bytes:5
18:13:54.0 (36513111)|VARIABLE_SCOPE_BEGIN|[30]|fieldObj|Schema.SObjectField|true|false
18:13:54.0 (36577857)|VARIABLE_ASSIGNMENT|[30]|fieldObj|"common.apex.runtime.impl.ApexFieldToken@45282654"|0x45282654
18:13:54.0 (36582137)|STATEMENT_EXECUTE|[30]
18:13:54.0 (36690992)|HEAP_ALLOCATE|[31]|Bytes:8
18:13:54.0 (36703449)|STATEMENT_EXECUTE|[31]
18:13:54.0 (36713561)|HEAP_ALLOCATE|[30]|Bytes:5
18:13:54.0 (36725257)|VARIABLE_SCOPE_BEGIN|[30]|fieldObj|Schema.SObjectField|true|false
18:13:54.0 (36785443)|VARIABLE_ASSIGNMENT|[30]|fieldObj|"common.apex.runtime.impl.ApexFieldToken@6f4bcceb"|0x6f4bcceb
18:13:54.0 (36789557)|STATEMENT_EXECUTE|[30]
18:13:54.0 (36894936)|HEAP_ALLOCATE|[31]|Bytes:8
18:13:54.0 (36906643)|STATEMENT_EXECUTE|[31]
18:13:54.0 (36916849)|HEAP_ALLOCATE|[30]|Bytes:5
18:13:54.0 (36928507)|VARIABLE_SCOPE_BEGIN|[30]|fieldObj|Schema.SObjectField|true|false
18:13:54.0 (36988613)|VARIABLE_ASSIGNMENT|[30]|fieldObj|"common.apex.runtime.impl.ApexFieldToken@721b2599"|0x721b2599
18:13:54.0 (36992462)|STATEMENT_EXECUTE|[30]
18:13:54.0 (37107413)|HEAP_ALLOCATE|[31]|Bytes:8
18:13:54.0 (37119925)|STATEMENT_EXECUTE|[31]
18:13:54.0 (37121911)|STATEMENT_EXECUTE|[32]
18:13:54.0 (37211084)|HEAP_ALLOCATE|[32]|Bytes:104
18:13:54.0 (37217509)|HEAP_ALLOCATE|[32]|Bytes:8
18:13:54.0 (37236590)|HEAP_ALLOCATE|[32]|Bytes:12
18:13:54.0 (37273832)|HEAP_ALLOCATE|[32]|Bytes:8
18:13:54.0 (37289842)|HEAP_ALLOCATE|[32]|Bytes:4
18:13:54.0 (37308962)|HEAP_ALLOCATE|[33]|Bytes:8
18:13:54.0 (37320856)|HEAP_ALLOCATE|[33]|Bytes:12
18:13:54.0 (37344881)|CONSTRUCTOR_ENTRY|[32]|01p0Y000004cwHM|<init>(String,String)
18:13:54.0 (37364227)|VARIABLE_SCOPE_BEGIN|[49]|this|HighlightPanelConfig.FieldInfo|true|false
18:13:54.0 (37400562)|VARIABLE_ASSIGNMENT|[49]|this|{}|0x4cf5143a
18:13:54.0 (37403485)|VARIABLE_SCOPE_BEGIN|[49]|name|String|false|false
18:13:54.0 (37409673)|VARIABLE_ASSIGNMENT|[49]|name|"Name"
18:13:54.0 (37411387)|VARIABLE_SCOPE_BEGIN|[49]|label|String|false|false
18:13:54.0 (37414076)|VARIABLE_ASSIGNMENT|[49]|label|"Account Name"
18:13:54.0 (37418417)|STATEMENT_EXECUTE|[46]
18:13:54.0 (37419952)|STATEMENT_EXECUTE|[47]
18:13:54.0 (37421481)|STATEMENT_EXECUTE|[48]
18:13:54.0 (37439623)|STATEMENT_EXECUTE|[49]
18:13:54.0 (37440732)|STATEMENT_EXECUTE|[50]
