38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
18:57:21.0 (63661)|USER_INFO|[EXTERNAL]|0050Y000000d4Kn|shizhaolee@gmail.com|Greenwich Mean Time|GMTZ
18:57:21.0 (91535)|EXECUTION_STARTED
18:57:21.0 (96223)|CODE_UNIT_STARTED|[EXTERNAL]|0660Y000001V39Z|VF: /apex/DragForce
18:57:21.0 (8711568)|SYSTEM_MODE_ENTER|true
18:57:21.0 (9015164)|HEAP_ALLOCATE|[72]|Bytes:3
18:57:21.0 (9060929)|HEAP_ALLOCATE|[77]|Bytes:152
18:57:21.0 (9079370)|HEAP_ALLOCATE|[342]|Bytes:408
18:57:21.0 (9099136)|HEAP_ALLOCATE|[355]|Bytes:408
18:57:21.0 (9113733)|HEAP_ALLOCATE|[467]|Bytes:48
18:57:21.0 (9141485)|HEAP_ALLOCATE|[139]|Bytes:6
18:57:21.0 (9217179)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:9
18:57:21.0 (9221805)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:140
18:57:21.0 (9224014)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
18:57:21.0 (9230841)|METHOD_ENTRY|[1]|01p0Y000004cwHM|HighlightPanelConfig.HighlightPanelConfig()
18:57:21.0 (9234611)|STATEMENT_EXECUTE|[1]
18:57:21.0 (9239985)|STATEMENT_EXECUTE|[1]
18:57:21.0 (9241333)|STATEMENT_EXECUTE|[46]
18:57:21.0 (9245907)|METHOD_EXIT|[1]|HighlightPanelConfig
18:57:21.0 (9253035)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
18:57:21.0 (9257634)|VARIABLE_SCOPE_BEGIN|[6]|this|HighlightPanelConfig|true|false
18:57:21.0 (9309778)|VARIABLE_ASSIGNMENT|[6]|this|{}|0x247f36e5
18:57:21.0 (9316345)|STATEMENT_EXECUTE|[1]
18:57:21.0 (9317761)|STATEMENT_EXECUTE|[2]
18:57:21.0 (9319256)|STATEMENT_EXECUTE|[3]
18:57:21.0 (9320275)|STATEMENT_EXECUTE|[4]
18:57:21.0 (9327586)|HEAP_ALLOCATE|[7]|Bytes:6
18:57:21.0 (9362942)|STATEMENT_EXECUTE|[6]
18:57:21.0 (9364424)|STATEMENT_EXECUTE|[7]
18:57:21.0 (9453117)|HEAP_ALLOCATE|[7]|Bytes:4
18:57:21.0 (9548676)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x247f36e5
18:57:21.0 (9576629)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:57:21.0 (9601791)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[]}|0x1acdcfab
18:57:21.0 (9614430)|VARIABLE_ASSIGNMENT|[2]|this.Fields|{"s":1,"v":[]}|0x247f36e5
18:57:21.0 (9621733)|STATEMENT_EXECUTE|[8]
18:57:21.0 (9625087)|HEAP_ALLOCATE|[8]|Bytes:4
18:57:21.0 (9654257)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x1acdcfab"}|0x247f36e5
18:57:21.0 (9661316)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:57:21.0 (9666264)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[]}|0x3880cefb
18:57:21.0 (9672487)|VARIABLE_ASSIGNMENT|[3]|this.NumberFields|{"s":1,"v":[]}|0x247f36e5
18:57:21.0 (9676793)|STATEMENT_EXECUTE|[9]
18:57:21.0 (9679640)|HEAP_ALLOCATE|[9]|Bytes:7
18:57:21.0 (9705174)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x1acdcfab","NumberFields":"0x3880cefb"}|0x247f36e5
18:57:21.0 (9709954)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"Account"
18:57:21.0 (9715156)|VARIABLE_ASSIGNMENT|[4]|this.selectedObject|"Account"|0x247f36e5
18:57:21.0 (9719086)|STATEMENT_EXECUTE|[10]
18:57:21.0 (9730257)|METHOD_ENTRY|[10]|01p0Y000004cwHM|HighlightPanelConfig.updateFieldList()
18:57:21.0 (9737743)|VARIABLE_SCOPE_BEGIN|[23]|this|HighlightPanelConfig|true|false
18:57:21.0 (9748924)|VARIABLE_ASSIGNMENT|[23]|this|{"Fields":"0x1acdcfab","NumberFields":"0x3880cefb","selectedObject":"Account"}|0x247f36e5
18:57:21.0 (9755236)|STATEMENT_EXECUTE|[23]
18:57:21.0 (9756450)|STATEMENT_EXECUTE|[24]
18:57:21.0 (9774045)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x1acdcfab","NumberFields":"0x3880cefb","selectedObject":"Account"}|0x247f36e5
18:57:21.0 (9791498)|STATEMENT_EXECUTE|[25]
18:57:21.0 (9808845)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x1acdcfab","NumberFields":"0x3880cefb","selectedObject":"Account"}|0x247f36e5
18:57:21.0 (9831349)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x1acdcfab","NumberFields":"0x3880cefb","selectedObject":"Account"}|0x247f36e5
18:57:21.0 (9849441)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x1acdcfab","NumberFields":"0x3880cefb","selectedObject":"Account"}|0x247f36e5
18:57:21.0 (9873822)|HEAP_ALLOCATE|[50]|Bytes:5
18:57:21.0 (9888386)|HEAP_ALLOCATE|[56]|Bytes:5
18:57:21.0 (9893752)|HEAP_ALLOCATE|[64]|Bytes:7
18:57:21.0 (9929487)|STATEMENT_EXECUTE|[27]
18:57:21.0 (9931189)|STATEMENT_EXECUTE|[28]
18:57:21.0 (19537569)|HEAP_ALLOCATE|[28]|Bytes:1396
18:57:21.0 (19582908)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x1acdcfab","NumberFields":"0x3880cefb","selectedObject":"Account"}|0x247f36e5
18:57:21.0 (19617051)|VARIABLE_SCOPE_BEGIN|[28]|objType|Schema.SObjectType|true|false
