36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
18:06:28.0 (286868)|USER_INFO|[EXTERNAL]|0050Y000000d4Kn|shizhaolee@gmail.com|Greenwich Mean Time|GMTZ
18:06:28.0 (316871)|EXECUTION_STARTED
18:06:28.0 (320944)|CODE_UNIT_STARTED|[EXTERNAL]|0660Y000001Vevo|VF: /apex/HighlightPanelConfig
18:06:28.0 (2471379)|SYSTEM_MODE_ENTER|true
18:06:28.0 (2850995)|HEAP_ALLOCATE|[72]|Bytes:3
18:06:28.0 (2913509)|HEAP_ALLOCATE|[77]|Bytes:152
18:06:28.0 (2928599)|HEAP_ALLOCATE|[342]|Bytes:408
18:06:28.0 (2943325)|HEAP_ALLOCATE|[355]|Bytes:408
18:06:28.0 (2956088)|HEAP_ALLOCATE|[467]|Bytes:48
18:06:28.0 (3008691)|HEAP_ALLOCATE|[139]|Bytes:6
18:06:28.0 (3025918)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:9
18:06:28.0 (3043100)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:140
18:06:28.0 (3045462)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
18:06:28.0 (3068506)|METHOD_ENTRY|[1]|01p0Y000004cwHM|HighlightPanelConfig.HighlightPanelConfig()
18:06:28.0 (3072983)|STATEMENT_EXECUTE|[1]
18:06:28.0 (3077729)|STATEMENT_EXECUTE|[1]
18:06:28.0 (3078892)|STATEMENT_EXECUTE|[46]
18:06:28.0 (3094770)|METHOD_EXIT|[1]|HighlightPanelConfig
18:06:28.0 (3111817)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
18:06:28.0 (3117425)|VARIABLE_SCOPE_BEGIN|[6]|this|HighlightPanelConfig|true|false
18:06:28.0 (3234051)|VARIABLE_ASSIGNMENT|[6]|this|{}|0x496dd0ef
18:06:28.0 (3240333)|STATEMENT_EXECUTE|[1]
18:06:28.0 (3241803)|STATEMENT_EXECUTE|[2]
18:06:28.0 (3243074)|STATEMENT_EXECUTE|[3]
18:06:28.0 (3244151)|STATEMENT_EXECUTE|[4]
18:06:28.0 (3252108)|HEAP_ALLOCATE|[7]|Bytes:6
18:06:28.0 (3292684)|STATEMENT_EXECUTE|[6]
18:06:28.0 (3294094)|STATEMENT_EXECUTE|[7]
18:06:28.0 (3301216)|HEAP_ALLOCATE|[7]|Bytes:4
18:06:28.0 (3460670)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x496dd0ef
18:06:28.0 (3486506)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:06:28.0 (3502684)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[]}|0x59e9bc3d
18:06:28.0 (3521202)|VARIABLE_ASSIGNMENT|[2]|this.Fields|{"s":1,"v":[]}|0x496dd0ef
18:06:28.0 (3543930)|STATEMENT_EXECUTE|[8]
18:06:28.0 (3547613)|HEAP_ALLOCATE|[8]|Bytes:4
18:06:28.0 (3581557)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x59e9bc3d"}|0x496dd0ef
18:06:28.0 (3588918)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:06:28.0 (3593571)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"s":1,"v":[]}|0x7baf5fac
18:06:28.0 (3599671)|VARIABLE_ASSIGNMENT|[3]|this.NumberFields|{"s":1,"v":[]}|0x496dd0ef
18:06:28.0 (3604413)|STATEMENT_EXECUTE|[9]
18:06:28.0 (3607160)|HEAP_ALLOCATE|[9]|Bytes:7
18:06:28.0 (3641767)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x59e9bc3d","NumberFields":"0x7baf5fac"}|0x496dd0ef
18:06:28.0 (3646949)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"Account"
18:06:28.0 (3652392)|VARIABLE_ASSIGNMENT|[4]|this.selectedObject|"Account"|0x496dd0ef
18:06:28.0 (3656837)|STATEMENT_EXECUTE|[10]
18:06:28.0 (3671398)|METHOD_ENTRY|[10]|01p0Y000004cwHM|HighlightPanelConfig.updateFieldList()
18:06:28.0 (3682374)|VARIABLE_SCOPE_BEGIN|[23]|this|HighlightPanelConfig|true|false
18:06:28.0 (3694465)|VARIABLE_ASSIGNMENT|[23]|this|{"Fields":"0x59e9bc3d","NumberFields":"0x7baf5fac","selectedObject":"Account"}|0x496dd0ef
18:06:28.0 (3700669)|STATEMENT_EXECUTE|[23]
18:06:28.0 (3701914)|STATEMENT_EXECUTE|[24]
18:06:28.0 (3722714)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x59e9bc3d","NumberFields":"0x7baf5fac","selectedObject":"Account"}|0x496dd0ef
18:06:28.0 (3749071)|STATEMENT_EXECUTE|[25]
18:06:28.0 (3770393)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x59e9bc3d","NumberFields":"0x7baf5fac","selectedObject":"Account"}|0x496dd0ef
18:06:28.0 (3795420)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x59e9bc3d","NumberFields":"0x7baf5fac","selectedObject":"Account"}|0x496dd0ef
18:06:28.0 (3810128)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"Fields":"0x59e9bc3d","NumberFields":"0x7baf5fac","selectedObject":"Account"}|0x496dd0ef
18:06:28.0 (3830418)|HEAP_ALLOCATE|[50]|Bytes:5
18:06:28.0 (3844072)|HEAP_ALLOCATE|[56]|Bytes:5
18:06:28.0 (3849622)|HEAP_ALLOCATE|[64]|Bytes:7
